"doi";"open_data_manual_check";"restricted_manual_check";"has_restricted";"has_data_access";"data_access";"has_own_data";"has_data_reuse";"open_data_category_manual";"has_only_reuse"
"10.3390/ijms24021633";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.ajhg.2023.05.009";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.bbih.2023.100678";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.cmpb.2023.107615";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.ecoenv.2023.114801";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.bbih.2023.100609";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.jclinepi.2023.03.013";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.omtn.2023.02.005";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1017/s1047951123000872";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41467-023-37991-y";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1093/jas/skad335";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41467-023-41128-6";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1148/radiol.230806";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1016/j.celrep.2023.112541";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/ggn2.202200016";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/d15090950";FALSE;FALSE;FALSE;TRUE;"yes";FALSE;TRUE;NA;TRUE
"10.3201/eid2912.231123";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s13613-023-01201-1";FALSE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;NA;FALSE
"10.1038/s42003-023-05363-3";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/s0140-6736(23)00860-7";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1186/s13063-023-07474-y";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1093/aje/kwad061";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.eclinm.2023.102193";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1093/neuonc/noad027";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1098/rsos.230448";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1111/mec.16983";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1186/s12967-023-04439-2";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1128/msphere.00061-23";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1186/s40479-023-00229-w";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1186/s13048-023-01113-5";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1186/s13326-023-00292-w";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/pathogens12040551";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1093/bioinformatics/btad004";FALSE;FALSE;FALSE;FALSE;"not_persistent|reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1007/s40120-023-00514-4";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41416-022-02108-7";FALSE;FALSE;FALSE;FALSE;"embargo";FALSE;FALSE;NA;FALSE
"10.1038/s41591-023-02365-w";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/vaccines11010144";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1038/s41380-023-02138-4";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41380-023-02228-3";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41397-023-00305-y";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1037/tra0001516";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1038/s41467-023-40250-9";FALSE;FALSE;FALSE;FALSE;"not_persistent|not_persistent";FALSE;FALSE;NA;FALSE
"10.1093/alcalc/agad069";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1038/s41588-023-01444-5";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41467-023-37579-6";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1002/glia.24299";FALSE;FALSE;FALSE;TRUE;"yes";FALSE;TRUE;NA;TRUE
"10.1002/hbm.26097";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1007/s00392-022-02027-w";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.hpb.2023.07.897";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1093/brain/awac119";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1111/nyas.15072";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1111/tan.14846";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1159/000529592";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/genes14010030";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1177/19485506231162405";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1093/neuonc/noad197";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41420-023-01442-w";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41431-023-01431-8";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41581-023-00731-y";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1186/s12891-023-06556-x";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41598-023-49569-1";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41562-023-01707-5";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/jcm12237441";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.7554/elife.89736";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41598-023-48581-9";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1210/clinem/dgad605";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fnimg.2022.1009399";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/cancers15072050";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s00330-023-10223-z";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s43032-023-01252-6";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.breast.2023.05.008";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.jhepr.2023.100686";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1249/mss.0000000000003160";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.29228/jrp.330";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41591-023-02420-6";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/acr.25220";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.3390/biom13010095";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fmmed.2022.1035290";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.semarthrit.2023.152240";FALSE;FALSE;FALSE;FALSE;"pharma_data|restricted|restricted";FALSE;TRUE;NA;TRUE
"10.3390/tropicalmed8090425";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fimmu.2023.1115272";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/cancers15235547";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers15082342";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1007/s40744-023-00592-8";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.3390/s23063304";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1111/jsr.13884";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1200/jco.22.00533";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1007/s42979-023-01771-8";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41380-023-02180-2";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41388-023-02883-4";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1093/neuonc/noad230";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1111/jne.13276";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1172/jci163548";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/biomedicines11082279";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers15020494";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/ijms24010854";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1371/journal.pone.0288741";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1038/s41572-023-00454-1";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/ijc.34473";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1242/dev.201023";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1371/journal.pone.0287547";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.neuroimage.2023.119862";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/brainsci13121673";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41591-023-02225-7";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/microorganisms11040833";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/pharmaceutics15020619";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/pharmaceutics15041228";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/pharmaceutics15102410";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/tropicalmed8020111";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/glia.24369";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/curroncol30020115";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/biology12050706";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/diagnostics13061135";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/hbm.26431";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s12916-023-02889-5";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1371/journal.pgph.0002195";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.29228/jrp.331";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fnins.2023.1159914";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.3389/fnut.2023.1213661";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/app13116713";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers15041031";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.ymben.2023.01.011";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1182/bloodadvances.2022007875";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/diagnostics13203210";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/pathogens12060850";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/nu15153414";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s13034-023-00691-y";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/bioengineering10020212";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers15184595";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers15245717";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/vaccines11121859";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers15143670";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/pathogens12081053";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/cmdc.202200635";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/art.42538";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.bbamem.2022.184081";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.isci.2023.106395";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1073/pnas.2211087120";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1136/annrheumdis-2023-eular.3125";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s10194-023-01624-y";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1186/s10194-023-01663-5";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s13104-023-06497-7";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/ijerph20095658";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/ijms24032399";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/jcm12227089";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.cardfail.2022.10.423";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1136/ard-2022-223499";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cells12232756";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41467-023-37627-1";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.jbi.2023.104437";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.preteyeres.2022.101116";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s12874-023-02003-6";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1523/jneurosci.2330-22.2023";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.neuroimage.2023.119929";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.resuscitation.2023.109946";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1136/jitc-2023-006889";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/cells12232700";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s42003-023-05585-5";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s13046-023-02834-7";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.ajhg.2023.01.002";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.3389/fimmu.2023.1209464";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/jcm12247547";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1093/eurheartj/ehad666";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1136/jitc-2023-007369";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.cell.2023.09.027";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/1878-0261.13418";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1111/cea.14402";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1136/bmjment-2023-300675";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1162/imag_a_00014";FALSE;FALSE;FALSE;FALSE;"not_uploaded";FALSE;FALSE;NA;FALSE
"10.1038/s41467-023-41011-4";FALSE;FALSE;FALSE;TRUE;"yes|not_persistent";FALSE;TRUE;NA;TRUE
"10.1016/j.jaad.2023.02.040";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1371/journal.pone.0284271";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.15252/embr.202256702";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3233/adr-230027";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fimmu.2023.1165758";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.isci.2023.106593";FALSE;FALSE;FALSE;FALSE;"embargo";FALSE;FALSE;NA;FALSE
"10.1002/wps.21037";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s00406-023-01593-y";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1016/j.dcn.2023.101226";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1016/j.resuscitation.2023.110087";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.2196/42258";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/molecules28145418";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.7554/elife.85488";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s00296-023-05443-x";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.neuroimage.2023.120337";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1073/pnas.2302720120";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s12986-023-00750-3";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/diagnostics13122076";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/molecules28145421";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/tropicalmed8040206";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1002/path.6232";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1080/23311908.2023.2227443";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41598-023-38353-w";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1126/scitranslmed.adg1659";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.neubiorev.2023.105149";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fimmu.2023.1289744";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cells12091306";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/genes14101910";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers15072038";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.isci.2023.106459";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fendo.2023.1163046";FALSE;FALSE;FALSE;TRUE;"yes|yes";FALSE;TRUE;NA;TRUE
"10.1038/s41467-022-35741-0";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41598-023-40330-2";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers15030686";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1136/bmj-2023-076305";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.ebiom.2023.104546";FALSE;FALSE;FALSE;FALSE;"restricted|restricted|restricted|restricted";FALSE;TRUE;NA;TRUE
"10.3389/fonc.2023.1073793";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/healthcare11152186";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1002/clt2.12316";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1136/gutjnl-2022-328387";FALSE;FALSE;FALSE;FALSE;"pharma_data";FALSE;FALSE;NA;FALSE
"10.1002/jcv2.12210";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41598-023-35941-8";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41431-023-01296-x";FALSE;FALSE;FALSE;FALSE;"restricted|reuse_access|reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41467-023-43741-x";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1089/aivt.2022.0016";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.2196/39929";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1126/scitranslmed.abn5939";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s00415-023-11753-8";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1038/s41591-023-02317-4";FALSE;FALSE;FALSE;FALSE;"restricted|reuse_access|restricted|restricted|restricted";FALSE;TRUE;NA;TRUE
"10.1093/eurpub/ckad070";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.3389/fbioe.2023.1075357";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.placenta.2023.06.008";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1093/ejendo/lvad007";FALSE;FALSE;FALSE;TRUE;"yes|yes";FALSE;TRUE;NA;TRUE
"10.1186/s13195-023-01243-4";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fpsyt.2023.1223147";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/ijms24108854";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s12877-023-04238-w";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1038/s41598-023-29632-7";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
