"doi";"open_data_manual_check";"restricted_manual_check";"has_restricted";"has_data_access";"data_access";"has_own_data";"has_data_reuse";"open_data_category_manual";"has_only_reuse"
"10.1002/mame.202300146";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3201/eid2905.221646";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.47626/1516-4446-2023-3044";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.tvr.2023.200269";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1093/nc/niad003";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1126/sciadv.add0433";FALSE;FALSE;FALSE;TRUE;"restricted|yes";FALSE;TRUE;NA;TRUE
"10.1177/20584601231213740";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1136/rmdopen-2022-002735";FALSE;FALSE;FALSE;FALSE;"pharma_data";FALSE;FALSE;NA;FALSE
"10.3390/cancers15184436";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s40359-023-01209-z";FALSE;FALSE;FALSE;FALSE;"embargo";FALSE;FALSE;NA;FALSE
"10.1186/s13195-023-01187-9";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fonc.2022.1080492";FALSE;FALSE;FALSE;FALSE;"pharma_data";FALSE;FALSE;NA;FALSE
"10.1172/jci164223";FALSE;FALSE;FALSE;TRUE;"yes|yes|reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41380-023-01977-5";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.3389/fpubh.2023.1076065";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.2196/46518";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1016/j.ajhg.2023.04.010";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1093/nar/gkac1008";FALSE;FALSE;FALSE;TRUE;"yes";FALSE;TRUE;NA;TRUE
"10.1038/s41573-023-00774-7";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1111/nan.12877";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.3389/fpsyg.2023.1125545";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s12872-023-03187-x";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fepid.2023.1099235";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.3390/ijerph20054016";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s10549-022-06827-6";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s12889-023-16849-4";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1200/jco.22.01134";FALSE;FALSE;FALSE;FALSE;"pharma_data";FALSE;FALSE;NA;FALSE
"10.3390/biomedicines11010176";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41597-023-02560-x";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.ajhg.2023.07.011";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fnetp.2023.1271042";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.kint.2022.11.013";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1371/journal.pcbi.1011379";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1016/j.stemcr.2023.03.005";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.dcn.2023.101232";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1093/cercor/bhad007";FALSE;FALSE;FALSE;FALSE;"not_persistent";FALSE;FALSE;NA;FALSE
"10.1038/s42003-023-05521-7";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1200/jco.23.00233";FALSE;FALSE;FALSE;FALSE;"pharma_data";FALSE;FALSE;NA;FALSE
"10.1038/s41375-023-01829-9";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.18632/aging.204476";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fmede.2023.1281904";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s43856-023-00298-6";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41597-023-02726-7";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s43856-023-00309-6";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1136/ard-2023-224356";FALSE;FALSE;FALSE;FALSE;"pharma_data";FALSE;FALSE;NA;FALSE
"10.1016/j.atherosclerosis.2023.117384";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1038/s41467-023-43509-3";FALSE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;NA;FALSE
"10.1016/j.jhin.2023.07.020";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s00401-023-02552-6";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s00018-023-04717-8";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fresc.2022.1093871";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1192/bjp.2023.107";FALSE;FALSE;FALSE;FALSE;"restricted";FALSE;TRUE;NA;TRUE
"10.1002/nbm.5075";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/pharmaceutics15051350";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.neuroimage.2023.120218";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41598-023-35030-w";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41398-023-02339-z";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/biom13020320";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cells12222660";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/ijms241814154";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.3390/vaccines11091469";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1093/braincomms/fcad270";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1177/20451253231200258";FALSE;FALSE;FALSE;FALSE;"pharma_data";FALSE;FALSE;NA;FALSE
"10.1136/bmjopen-2022-066137";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1161/circheartfailure.123.010599";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.bas.2023.102673";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fphys.2023.1057592";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.vaccine.2023.03.038";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1093/neuonc/noad100";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/ijms241210046";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1111/bcp.15711";FALSE;FALSE;FALSE;FALSE;"reuse_access";FALSE;TRUE;NA;TRUE
"10.1016/j.biopsych.2023.01.013";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1136/bmjgh-2023-013073";FALSE;FALSE;FALSE;FALSE;"reuse_access|reuse_access";FALSE;TRUE;NA;TRUE
"10.1111/all.15850";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1093/ckj/sfad260";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1007/s10067-023-06814-2";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.eclinm.2023.102309";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1183/23120541.00190-2023";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.nicl.2023.103439";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1083/jcb.202208155";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1016/j.ebiom.2023.104797";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/diseases11040161";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/cancers16010112";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/biomedicines11123153";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1111/aphw.12450";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41531-023-00545-6";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/ijerph20032721";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/pharmaceutics15071980";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1503/jpn.220202";FALSE;FALSE;FALSE;TRUE;"yes";FALSE;TRUE;NA;TRUE
"10.1016/j.rpth.2023.102181";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3389/fpsyt.2023.1155582";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41467-023-43372-2";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1186/s12014-023-09421-0";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.3390/biomedicines11010211";FALSE;FALSE;FALSE;FALSE;"";FALSE;FALSE;NA;FALSE
"10.1038/s41588-023-01386-y";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.3389/fonc.2023.1129627";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1007/s00401-023-02637-2";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1038/s41537-023-00372-x";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"general-purpose repository";FALSE
"10.1186/s12920-023-01585-w";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1016/j.celrep.2022.111937";FALSE;TRUE;TRUE;TRUE;"restricted|yes";TRUE;TRUE;"disciplinary repository";TRUE
"10.1038/s41375-023-01824-0";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1038/s41598-023-46405-4";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1038/s41598-023-31850-y";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1016/j.ebiom.2023.104583";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1038/s41416-023-02208-y";FALSE;TRUE;TRUE;FALSE;"restricted|restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1016/s2589-7500(23)00109-7";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"general-purpose repository";FALSE
"10.1093/jnci/djad001";FALSE;TRUE;TRUE;FALSE;"restricted|restricted|restricted|restricted|restricted";TRUE;TRUE;"disciplinary repository";TRUE
"10.1182/blood.2022018246";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1172/jci171797";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1093/brain/awac385";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1186/s13073-023-01173-8";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.3324/haematol.2021.280005";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1007/s00415-023-12132-z";FALSE;TRUE;TRUE;FALSE;"restricted|restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.3390/s23146597";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"general-purpose repository";FALSE
"10.3390/cells12020236";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1186/s13073-023-01215-1";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1186/s13073-023-01242-y";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1038/s41591-023-02323-6";FALSE;TRUE;TRUE;FALSE;"restricted|reuse_access";TRUE;TRUE;"disciplinary repository";TRUE
"10.1126/sciimmunol.adf4968";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1038/s41588-023-01422-x";FALSE;TRUE;TRUE;FALSE;"restricted|reuse_access|not_persistent|reuse_access|reuse_access";TRUE;TRUE;"disciplinary repository";TRUE
"10.1038/s41597-023-02377-8";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.7717/peerj.14671";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"general-purpose repository";FALSE
"10.3390/cells12242846";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.3390/jcm12062101";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1093/aje/kwad071";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1182/bloodadvances.2022008497";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1158/1078-0432.ccr-22-2032";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1186/s12943-023-01787-x";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.3389/fnagi.2023.1204134";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"general-purpose repository";FALSE
"10.1016/j.xgen.2022.100232";FALSE;TRUE;TRUE;FALSE;"not_persistent|restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1186/s13195-023-01225-6";FALSE;TRUE;TRUE;FALSE;"not_persistent|restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.3389/fimmu.2023.1086433";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1016/j.annonc.2022.11.002";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1002/jmv.28652";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1212/wnl.0000000000207219";FALSE;TRUE;TRUE;FALSE;"restricted|reuse_access";TRUE;TRUE;"disciplinary repository";TRUE
"10.3389/fnagi.2023.1170879";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1186/s12974-023-02979-4";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1158/1535-7163.mct-23-0094";FALSE;TRUE;TRUE;FALSE;"reuse_access|restricted";TRUE;TRUE;"disciplinary repository";TRUE
"10.1128/spectrum.02839-23";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1111/bjhp.12670";FALSE;TRUE;TRUE;FALSE;"restricted";TRUE;FALSE;"disciplinary repository";FALSE
"10.1002/clt2.12228";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"general-purpose repository";FALSE
"10.1016/j.celrep.2023.112269";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/s2589-7500(23)00027-4";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"general-purpose repository";FALSE
"10.1021/jacsau.3c00199";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41386-023-01588-2";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"general-purpose repository";FALSE
"10.1038/s41467-023-38780-3";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-023-39869-5";TRUE;FALSE;TRUE;TRUE;"yes|yes|reuse_access|restricted|yes";TRUE;TRUE;"general-purpose repository";FALSE
"10.1038/s41467-023-40129-9";TRUE;FALSE;FALSE;TRUE;"reuse_access|reuse_access|yes";FALSE;TRUE;"general-purpose repository";FALSE
"10.1038/s41467-023-42085-w";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41564-023-01405-y";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-023-39934-z";TRUE;FALSE;FALSE;TRUE;"yes|reuse_access|reuse_access";FALSE;TRUE;"disciplinary repository";FALSE
"10.1038/s41590-023-01493-2";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s43856-023-00381-y";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1073/pnas.2219439120";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1083/jcb.201902050";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-023-44033-0";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1186/s13578-023-01114-3";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1007/s00406-023-01685-9";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.cmet.2023.03.018";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.jenvp.2023.102142";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.neuron.2023.04.025";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.yjmcc.2023.09.008";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41375-023-01895-z";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-023-37233-1";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-023-39824-4";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;TRUE;"disciplinary repository";FALSE
"10.1038/s41467-023-43751-9";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41540-023-00287-4";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41564-023-01352-8";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1080/19490976.2023.2259316";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.onehlt.2023.100528";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1098/rsos.221517";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"general-purpose repository";FALSE
"10.1099/mgen.0.000963";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1101/gr.277334.122";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"general-purpose repository";FALSE
"10.1172/jci166954";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.3390/vetsci10050314";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.7554/elife.86740";TRUE;FALSE;FALSE;TRUE;"yes|not_persistent";FALSE;FALSE;"general-purpose repository";FALSE
"10.1007/s11060-023-04319-1";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-022-35717-0";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-023-43553-z";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1182/bloodadvances.2022007714";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s42255-023-00781-3";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41591-023-02255-1";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.26508/lsa.202201411";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.celrep.2023.113166";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s42003-023-04410-3";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-023-39651-7";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary and general-purpose repositories";FALSE
"10.1038/s41590-023-01517-x";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41467-023-43672-7";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.xcrm.2022.100877";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.devcel.2023.11.013";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary and general-purpose repositories";FALSE
"10.1038/s41598-023-42294-9";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1002/glia.24380";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"general-purpose repository";FALSE
"10.1002/pmic.202300100";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.bioadv.2023.213423";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"general-purpose repository";FALSE
"10.1016/j.chom.2023.10.007";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1016/j.stemcr.2023.09.002";TRUE;FALSE;FALSE;TRUE;"yes|yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1038/s41591-023-02556-5";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
"10.1186/s12916-023-03161-6";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"general-purpose repository";FALSE
"10.1093/nargab/lqad102";TRUE;FALSE;TRUE;TRUE;"restricted|yes";TRUE;FALSE;"general-purpose repository";FALSE
"10.1126/sciadv.abq0651";TRUE;FALSE;FALSE;TRUE;"yes";FALSE;FALSE;"disciplinary repository";FALSE
